,data,hora,valor,FUNCAO_TRATADA,CATEGORIA_TRATADA,COMPROU,SEXO_TRATADO,IDADE_TRATADA
8141,2017-06-16,12:2,49.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8144,2017-06-16,13:13,59.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8145,2017-06-16,13:25,69.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8146,2017-06-16,16:14,600.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8151,2017-06-19,12:41,10.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8152,2017-06-19,13:34,29.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8153,2017-06-19,18:21,15.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8154,2017-06-19,19:19,19.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8155,2017-06-19,19:20,59.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8160,2017-06-20,10:32,129.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8163,2017-06-20,12:25,18.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8164,2017-06-20,12:26,18.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8165,2017-06-20,12:47,78.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8166,2017-06-20,13:31,317.0,Outros,Impressoras,Sim,Masculino,Entre 30 e 60
8167,2017-06-20,16:42,30.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
8170,2017-06-20,18:1,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8171,2017-06-20,18:1,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8172,2017-06-21,10:5,39.0,Aluno,Apple,Sim,Masculino,Entre 18 e 30
8173,2017-06-21,12:43,89.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
8174,2017-06-21,12:43,10.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8175,2017-06-21,13:25,149.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8179,2017-06-21,17:47,49.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8180,2017-06-22,10:40,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8181,2017-06-22,11:1,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8182,2017-06-22,12:20,39.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8184,2017-06-22,13:12,40.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8185,2017-06-22,13:12,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8186,2017-06-22,15:21,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
8187,2017-06-22,17:46,89.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8188,2017-06-23,9:23,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8190,2017-06-23,15:33,89.0,Professor,Acessorios,Sim,Masculino,Maior de 60
8191,2017-06-23,17:17,79.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
8192,2017-06-24,9:14,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8200,2017-06-27,21:6,39.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8202,2017-06-27,12:10,25.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
8204,2017-06-27,12:53,10.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8209,2017-06-27,17:46,12.0,Outros,Acessorios,Sim,Feminino,Entre 18 e 30
8211,2017-06-28,9:24,49.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8212,2017-06-28,9:24,10.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8213,2017-06-28,9:45,49.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8216,2017-06-28,13:37,39.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8217,2017-06-28,14:38,4.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8219,2017-06-28,16:57,68.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
8220,2017-06-29,9:32,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8222,2017-06-29,13:30,98.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8223,2017-06-29,13:31,59.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8224,2017-06-29,17:8,44.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8225,2017-06-30,9:52,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8227,2017-06-30,9:54,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8228,2017-06-30,13:4,49.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
8229,2017-06-30,16:6,40.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8232,2017-07-03,15:0,29.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8233,2017-07-03,15:10,26.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8234,2017-07-03,17:44,68.0,Aluno,Apple,Sim,Masculino,Entre 18 e 30
8236,2017-07-03,19:51,49.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8237,2017-07-03,20:28,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8238,2017-07-04,12:41,49.0,Outros,Impressoras,Sim,Feminino,Entre 30 e 60
8239,2017-07-05,10:49,59.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8241,2017-07-05,12:2,39.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
8242,2017-07-05,12:40,20.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8244,2017-07-05,15:0,59.0,Outros,Impressoras,Sim,Masculino,Entre 18 e 30
8246,2017-07-06,12:18,20.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8248,2017-07-06,12:47,39.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8250,2017-07-06,16:39,18.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8251,2017-07-06,16:49,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8252,2017-07-10,13:10,39.0,Aluno,Apple,Sim,Feminino,Entre 30 e 60
8254,2017-07-10,13:55,15.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8262,2017-07-10,18:25,19.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8263,2017-07-10,19:1,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8268,2017-07-11,15:12,2.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8269,2017-07-11,15:27,49.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8272,2017-07-11,16:58,39.0,Outros,Apple,Sim,Masculino,Entre 30 e 60
8273,2017-07-12,11:34,18.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8274,2017-07-12,11:34,39.0,Aluno,Apple,Sim,Masculino,Entre 18 e 30
8276,2017-07-12,13:0,39.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
8277,2017-07-12,14:31,39.0,Outros,Acessorios,Sim,Feminino,Entre 18 e 30
8278,2017-07-12,14:32,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8279,2017-07-12,14:36,49.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
8280,2017-07-12,17:8,139.0,Professor,Telecom,Sim,Masculino,Entre 30 e 60
8281,2017-07-12,17:9,99.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8282,2017-07-12,17:54,15.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8286,2017-07-13,16:32,59.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8289,2017-07-13,17:38,49.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8290,2017-07-14,11:58,74.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
8294,2017-07-14,13:8,49.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8299,2017-07-14,13:33,39.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8300,2017-07-14,15:52,40.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8301,2017-07-14,16:43,29.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8304,2017-07-17,13:1,69.0,Funcionario,Telecom,Sim,Masculino,Entre 30 e 60
8305,2017-07-17,13:15,30.0,Funcionario,Telecom,Sim,Masculino,Entre 30 e 60
8306,2017-07-17,17:19,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8307,2017-07-17,17:47,179.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8308,2017-07-18,11:45,40.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
8309,2017-07-18,12:53,15.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8311,2017-07-18,13:25,10.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8313,2017-07-18,15:46,15.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
8314,2017-07-18,17:50,199.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8315,2017-07-19,10:20,49.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8317,2017-07-19,12:40,59.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8319,2017-07-19,16:50,39.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8321,2017-07-19,17:6,20.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8322,2017-07-20,11:31,30.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8324,2017-07-20,17:40,40.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8326,2017-07-21,12:5,59.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8327,2017-07-21,13:16,158.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8330,2017-07-21,16:1,19.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8331,2017-07-21,17:56,4.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8333,2017-07-24,12:36,10.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8337,2017-07-24,14:48,59.0,Outros,Impressoras,Sim,Feminino,Entre 30 e 60
8340,2017-07-25,11:12,198.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
8341,2017-07-25,11:13,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8343,2017-07-25,13:12,79.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
8344,2017-07-25,14:48,39.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8345,2017-07-25,16:33,15.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
8347,2017-07-26,10:19,49.0,Funcionario,Impressoras,Sim,Feminino,Entre 30 e 60
8349,2017-07-27,9:24,40.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8351,2017-07-27,10:29,20.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8352,2017-07-27,11:15,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8353,2017-07-27,12:22,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
8354,2017-07-27,13:11,68.0,Outros,Acessorios,Sim,Feminino,Entre 18 e 30
8356,2017-07-27,15:44,29.0,Outros,Acessorios,Sim,Feminino,Entre 18 e 30
8360,2017-07-28,13:17,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8361,2017-07-31,12:22,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8365,2017-07-31,17:26,30.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8369,2017-08-02,9:41,39.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8374,2017-08-02,13:26,48.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8376,2017-08-02,17:28,98.0,Aluno,Impressoras,Sim,Masculino,Entre 18 e 30
8377,2017-08-02,17:48,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8378,2017-08-02,17:53,49.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8380,2017-08-03,9:50,20.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
8381,2017-08-03,12:2,69.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8383,2017-08-03,13:11,49.0,Professor,Impressoras,Sim,Masculino,Entre 30 e 60
8384,2017-08-03,13:26,99.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8389,2017-08-03,17:22,49.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8393,2017-08-04,10:28,29.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8395,2017-08-04,10:59,19.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8396,2017-08-04,11:21,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8397,2017-08-04,11:42,46.0,Funcionario,Acessorios,Sim,Feminino,Maior de 60
8399,2017-08-04,12:4,50.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8400,2017-08-04,12:14,35.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8403,2017-08-04,15:6,80.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8404,2017-08-04,15:51,39.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8406,2017-08-07,15:48,10.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8409,2017-08-07,17:59,49.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8411,2017-08-07,18:16,49.0,Outros,Impressoras,Sim,Feminino,Entre 30 e 60
8415,2017-08-07,19:20,27.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8417,2017-08-08,21:9,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8419,2017-08-08,11:46,129.0,Professor,Impressoras,Sim,Masculino,Maior de 60
8420,2017-08-08,11:48,18.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8421,2017-08-08,11:48,89.0,Outros,Impressoras,Sim,Feminino,Entre 30 e 60
8423,2017-08-08,17:35,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8431,2017-08-10,9:56,29.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8432,2017-08-10,10:4,69.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8435,2017-08-10,15:35,29.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
8437,2017-08-10,16:59,39.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
8438,2017-08-10,17:25,39.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
8440,2017-08-11,9:32,87.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8441,2017-08-11,9:33,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8442,2017-08-11,9:46,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8443,2017-08-11,12:51,29.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
8445,2017-08-11,13:21,39.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8446,2017-08-11,14:59,29.0,Outros,Acessorios,Sim,Feminino,Entre 18 e 30
8447,2017-08-11,15:59,59.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8449,2017-08-11,17:2,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8453,2017-08-14,13:59,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
8456,2017-08-14,15:49,39.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8459,2017-08-14,16:30,39.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8460,2017-08-14,17:17,39.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
8461,2017-08-14,17:38,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8464,2017-08-15,9:52,99.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8465,2017-08-15,10:23,29.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8466,2017-08-15,10:47,29.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8467,2017-08-15,12:30,10.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8468,2017-08-15,13:4,58.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8471,2017-08-16,12:25,159.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
8474,2017-08-16,16:4,40.0,Outros,Apple,Sim,Feminino,Entre 18 e 30
8476,2017-08-16,17:35,15.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8477,2017-08-16,17:45,19.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8478,2017-08-17,9:17,39.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8482,2017-08-17,13:2,59.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8483,2017-08-17,13:3,6.0,Outros,Acessorios,Sim,Feminino,Entre 18 e 30
8484,2017-08-17,13:38,20.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
8488,2017-08-18,11:34,99.0,Professor,Impressoras,Sim,Masculino,Entre 30 e 60
8493,2017-08-21,15:51,49.0,Funcionario,Acessorios,Sim,Feminino,Maior de 60
8494,2017-08-21,16:33,59.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8500,2017-08-21,19:16,49.0,Funcionario,Impressoras,Sim,Feminino,Entre 30 e 60
8503,2017-08-22,9:52,59.0,Outros,Acessorios,Sim,Feminino,Entre 18 e 30
8504,2017-08-22,10:19,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8506,2017-08-22,15:22,49.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
8510,2017-08-23,10:22,70.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8511,2017-08-23,11:36,55.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8512,2017-08-23,14:45,29.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8515,2017-08-23,17:15,19.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8516,2017-08-24,9:52,19.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8518,2017-08-24,12:35,29.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8522,2017-08-25,13:28,20.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8523,2017-08-25,14:25,20.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8528,2017-08-28,12:43,49.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8530,2017-08-28,17:25,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8533,2017-08-28,18:50,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8536,2017-08-29,13:25,139.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8537,2017-08-29,14:0,59.0,Outros,Acessorios,Sim,Feminino,Entre 18 e 30
8544,2017-08-29,18:25,29.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8553,2017-08-30,13:28,49.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8554,2017-08-30,13:35,39.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8568,2017-08-31,14:46,10.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8570,2017-08-31,16:8,98.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8571,2017-09-01,10:6,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8573,2017-09-01,13:27,69.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
8574,2017-09-01,15:30,49.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8575,2017-09-01,16:28,79.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8576,2017-09-01,16:50,39.0,Aluno,Apple,Sim,Masculino,Entre 18 e 30
8577,2017-09-01,17:38,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8578,2017-09-01,17:39,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8579,2017-09-02,12:38,99.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
8580,2017-09-02,12:38,5.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
8583,2017-09-04,13:50,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8584,2017-09-04,14:12,39.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8586,2017-09-04,15:5,99.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8587,2017-09-04,15:15,29.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8588,2017-09-04,15:21,99.0,Funcionario,Impressoras,Sim,Feminino,Entre 30 e 60
8590,2017-09-04,15:33,39.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8591,2017-09-04,18:16,29.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8592,2017-09-04,18:42,79.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8594,2017-09-04,19:56,49.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8595,2017-09-04,20:5,39.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
8596,2017-09-04,20:17,39.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
8598,2017-09-05,10:46,35.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8599,2017-09-05,12:4,58.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8601,2017-09-05,13:42,20.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8607,2017-09-06,12:59,59.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8608,2017-09-06,15:41,39.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
8609,2017-09-06,15:51,39.0,Aluno,Apple,Sim,Masculino,Entre 18 e 30
8611,2017-09-06,17:9,18.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8613,2017-09-08,15:43,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8614,2017-09-08,15:44,39.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
8615,2017-09-08,18:14,79.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8616,2017-09-08,18:23,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8619,2017-09-08,19:36,19.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8620,2017-09-11,12:49,29.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8622,2017-09-11,16:2,29.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8623,2017-09-11,16:5,39.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8625,2017-09-11,17:49,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8627,2017-09-11,18:51,129.0,Funcionario,Impressoras,Sim,Feminino,Entre 30 e 60
8628,2017-09-11,19:26,29.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8629,2017-09-12,9:57,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8630,2017-09-12,9:59,130.0,Aluno,Telecom,Sim,Feminino,Entre 18 e 30
8631,2017-09-12,9:59,40.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
8634,2017-09-12,12:36,49.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8636,2017-09-12,13:5,108.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8637,2017-09-12,13:7,20.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
8638,2017-09-12,13:8,59.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8639,2017-09-12,15:36,10.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
8640,2017-09-12,15:52,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8641,2017-09-12,16:48,79.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8642,2017-09-12,17:21,78.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8645,2017-09-13,12:39,18.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8646,2017-09-13,12:43,60.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8648,2017-09-13,16:41,20.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8649,2017-09-13,17:20,89.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8650,2017-09-13,17:39,59.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
8651,2017-09-14,10:44,49.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8653,2017-09-14,11:43,94.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8655,2017-09-14,12:49,15.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
8657,2017-09-14,13:21,79.0,Funcionario,Telecom,Sim,Masculino,Entre 30 e 60
8659,2017-09-14,15:18,10.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8660,2017-09-14,15:18,19.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8661,2017-09-14,17:21,39.0,Funcionario,Apple,Sim,Feminino,Entre 30 e 60
8666,2017-09-15,16:11,39.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
8667,2017-09-16,10:21,29.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8668,2017-09-16,10:53,55.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8671,2017-09-18,13:58,10.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
8674,2017-09-18,20:30,39.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
8681,2017-09-19,17:46,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8683,2017-09-21,11:19,39.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8686,2017-09-21,12:13,20.0,Outros,Acessorios,Sim,Masculino,Menor de 18
8687,2017-09-21,12:35,10.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
8690,2017-09-21,15:56,15.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8693,2017-09-21,16:30,49.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
8694,2017-09-21,16:48,99.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8695,2017-09-22,10:0,99.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
8696,2017-09-22,10:28,39.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
8698,2017-09-22,10:56,19.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
8699,2017-09-22,11:33,10.0,Outros,Acessorios,Sim,Masculino,Menor de 18
8703,2017-09-22,13:30,59.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8704,2017-09-22,15:12,20.0,Outros,Acessorios,Sim,Masculino,Menor de 18
8705,2017-09-22,15:12,20.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
8706,2017-09-22,17:9,29.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8709,2017-09-25,14:10,49.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
8710,2017-09-25,14:17,29.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
